,airline_id,flight_number,departure_datetime,arrival_datetime,departure_time,arrival_time,booking_code,passenger_name,seat_number,class,fare,extras,loyalty_pts,status,gate,terminal,baggage_claim,duration_hrs,layovers,layover_locations,aircraft_type,pilot,cabin_crew,inflight_entertainment,meal_option,wifi,window_seat,aisle_seat,emergency_exit_row,total_stops,reward_program_member,airline_name
868,14,5116,2023-02-05 19:21:19,2023-06-05 22:31:46,08:19:40,12:20:47,BWHR,Hwlgp,XDU,first,600.19,No Extras,0,confirmed,GateBK,A,ClaimBEX,6.02,1,AGI,TypeLIG,Pilot_YRYQ,Crew_HVPU,No,No Meal,Not Available,True,True,False,0,False,Lufthansa
869,7,5552,2023-03-08 16:53:17,2023-11-17 21:02:29,09:56:59,08:46:12,BTXL,Hihfa,NZS,economy,320.04,No Extras,1729,pending,GateLR,A,ClaimPSO,9.45,0,BDP,TypeQHS,Pilot_AEDJ,Crew_CDXK,Yes,Vegan,Available,True,True,False,1,False,Spirit Airlines
870,14,6563,2023-10-10 15:12:11,2023-10-24 10:07:48,03:54:25,07:38:37,BTLY,Pamkw,RLU,economy,812.58,Meal,0,pending,GateHK,B,ClaimWSE,3.81,2,BKM,TypeBZB,Pilot_AMBD,Crew_MXYF,No,Vegetarian,Not Available,True,True,True,0,False,Lufthansa
871,15,7123,2023-02-11 13:48:01,2023-12-25 16:51:16,02:55:59,05:44:09,BAJW,Kssky,DWZ,first,558.12,Extra Baggage,0,confirmed,GateVH,B,ClaimVHL,8.26,1,JQQ,TypeMRH,Pilot_AJND,Crew_QOHQ,No,No Meal,Not Available,False,False,False,0,True,Air France
872,12,4061,2023-10-22 16:46:45,2023-01-12 21:15:36,20:32:49,08:18:47,BSZS,Ojtpc,MZQ,economy,507.48,No Extras,1690,cancelled,GateNV,A,ClaimLIT,6.78,1,YPY,TypeSBK,Pilot_HGCK,Crew_PUWT,No,Vegetarian,Not Available,True,False,True,1,False,Air Canada
873,17,9089,2023-09-01 15:12:34,2023-03-14 19:00:21,02:24:16,03:13:11,BKWV,Buyno,VIF,economy,270.05,No Extras,0,confirmed,GateRA,C,ClaimYTM,5.48,2,LOY,TypeAFH,Pilot_FHYA,Crew_XZCV,No,Vegan,Not Available,False,True,True,1,False,Qantas
874,9,9456,2023-12-20 16:10:54,2023-02-12 04:50:23,12:00:10,07:10:32,BCNR,Xhayx,IBH,business,929.38,No Extras,661,pending,GateVY,D,ClaimSLG,4.57,0,FUV,TypeMRZ,Pilot_FCPC,Crew_IAZK,Yes,Vegetarian,Not Available,False,False,True,1,False,Hawaiian Airlines
875,15,4731,2023-04-20 01:10:09,2023-11-22 12:10:06,17:13:08,23:47:18,BFZW,Nnshi,PJI,economy,954.69,No Extras,1088,confirmed,GateBW,C,ClaimUXO,11.3,2,IIT,TypeHJP,Pilot_VMST,Crew_CIQX,No,Vegan,Not Available,False,False,True,2,False,Air France
876,12,7327,2023-11-23 15:52:11,2023-03-10 00:20:33,08:44:37,17:38:44,BIYI,Olrao,CFU,economy,766.42,Extra Baggage,0,cancelled,GateWC,C,ClaimEJH,8.99,1,VLH,TypeQRB,Pilot_BRIJ,Crew_EPSP,Yes,Vegetarian,Not Available,True,False,False,0,False,Air Canada
877,2,4317,2023-05-14 17:01:17,2023-09-12 14:34:53,08:12:09,20:07:30,BZQD,Aaubd,FLK,economy,340.96,No Extras,0,cancelled,GateAW,C,ClaimIES,1.31,1,KTD,TypeXMR,Pilot_TZVU,Crew_SUBG,Yes,Vegan,Available,False,True,False,2,True,Delta Air Lines
878,5,3046,2023-07-07 11:19:08,2023-05-16 19:18:48,05:04:22,10:38:09,BDZX,Qbgyv,NIN,first,798.96,No Extras,3654,confirmed,GateDA,D,ClaimHXA,4.34,2,KLS,TypeIHQ,Pilot_SDUA,Crew_OGKC,No,No Meal,Available,True,True,False,1,False,JetBlue Airways
879,13,4144,2023-11-09 18:56:32,2023-01-13 04:38:38,18:04:47,21:13:31,BSPQ,Jjmez,CXP,economy,738.04,Meal,0,pending,GateCL,B,ClaimNVU,3.34,1,BSW,TypeGXQ,Pilot_HLKA,Crew_UGUT,No,Vegan,Not Available,False,True,True,2,False,British Airways
880,8,4221,2023-10-11 20:01:39,2023-12-19 16:16:25,10:27:29,00:07:05,BCVG,Gynrv,WJK,economy,250.93,Extra Baggage,0,cancelled,GateRQ,D,ClaimFYB,5.57,0,MZI,TypeQWO,Pilot_YJWI,Crew_KQDG,Yes,Vegan,Available,False,True,True,2,True,Frontier Airlines
881,14,6064,2023-11-06 14:01:11,2023-10-24 23:23:41,14:56:28,08:30:00,BYEU,Szztu,IDC,business,127.52,Meal,0,cancelled,GateBX,A,ClaimDRO,5.22,2,GDA,TypeBRN,Pilot_JHHS,Crew_ZXPL,No,Non-Vegetarian,Available,False,True,True,2,False,Lufthansa
882,15,1722,2023-07-15 09:28:18,2023-08-02 13:23:47,14:21:26,22:17:59,BCLS,Ujhub,KIS,business,233.37,No Extras,0,cancelled,GateSB,A,ClaimDUQ,4.39,0,OMA,TypeRVK,Pilot_ECIC,Crew_VVNC,Yes,Non-Vegetarian,Not Available,False,True,True,2,True,Air France
883,11,8775,2023-12-20 18:05:40,2023-04-26 09:07:22,11:54:25,20:07:34,BICC,Nblqr,OCA,economy,873.48,Meal,0,pending,GateTA,D,ClaimIIZ,4.2,1,JVM,TypeSMX,Pilot_MQDC,Crew_OGRE,Yes,Vegetarian,Available,False,False,False,1,True,SkyWest Airlines
884,1,8564,2023-05-24 20:18:37,2023-09-30 01:27:00,10:09:37,01:56:48,BPYT,Qocus,OKT,economy,198.6,No Extras,0,cancelled,GateVX,D,ClaimFWC,11.38,0,RTZ,TypeRLT,Pilot_ZPUU,Crew_RHAY,No,Vegetarian,Not Available,True,True,False,2,True,American Airlines
885,3,9275,2023-06-16 08:06:49,2023-04-24 22:27:52,20:38:19,11:26:16,BMFA,Wzkru,GXB,business,802.47,Meal,0,cancelled,GateBL,A,ClaimUPC,10.95,0,GCG,TypeMDV,Pilot_DRDA,Crew_WSPM,No,Vegan,Available,True,True,True,2,True,United Airlines
886,17,5835,2023-01-13 17:35:32,2023-02-18 10:09:40,17:52:07,02:26:41,BKRC,Crdiy,ZGY,first,352.53,Extra Baggage,2337,confirmed,GateFJ,D,ClaimBJO,8.24,0,NPV,TypeXBP,Pilot_WOGG,Crew_SNYV,No,Non-Vegetarian,Not Available,True,True,False,1,True,Qantas
887,19,4819,2023-11-18 02:01:14,2023-11-08 14:31:34,16:40:52,03:30:45,BRKZ,Fgaco,DIZ,first,737.3,Meal,1753,cancelled,GateTX,B,ClaimALJ,6.23,1,XWO,TypeYUX,Pilot_UUIX,Crew_PJMW,Yes,No Meal,Not Available,True,False,True,0,True,Singapore Airlines
888,14,4364,2023-03-01 11:48:08,2023-12-10 12:01:21,10:06:49,07:01:40,BOCL,Bizhs,TJJ,economy,904.48,Extra Baggage,0,confirmed,GatePB,A,ClaimZTU,4.01,2,HWA,TypeSRA,Pilot_DVBV,Crew_XXEZ,Yes,Vegan,Not Available,False,True,True,2,False,Lufthansa
889,8,7089,2023-01-09 01:55:42,2023-12-19 19:23:29,07:48:00,03:39:17,BULQ,Znxjx,OQV,first,798.73,No Extras,3139,confirmed,GateQA,D,ClaimKBU,6.12,2,BHM,TypeYAW,Pilot_ZTWY,Crew_BLBZ,No,Vegan,Available,True,True,False,0,False,Frontier Airlines
890,13,5318,2023-06-12 21:45:27,2023-02-05 04:53:11,07:49:55,02:30:15,BAKW,Khdwz,DNU,economy,560.52,No Extras,0,confirmed,GateSJ,A,ClaimGVI,2.49,2,TVQ,TypeQSP,Pilot_RZSV,Crew_HERO,No,Vegetarian,Available,True,False,False,1,True,British Airways
891,3,7936,2023-09-14 16:24:23,2023-11-10 01:12:33,18:23:12,16:25:11,BYOI,Hjome,HRL,business,54.61,No Extras,0,confirmed,GateGE,B,ClaimZNZ,3.97,2,JXU,TypeUXM,Pilot_RZPW,Crew_BTBV,No,Non-Vegetarian,Not Available,True,True,True,0,True,United Airlines
892,5,3780,2023-05-12 03:09:48,2023-12-07 19:18:49,04:20:09,21:01:45,BGKR,Yoycc,ILC,first,180.94,No Extras,4237,pending,GateVL,B,ClaimVFH,9.73,0,EDP,TypeMEQ,Pilot_LRPZ,Crew_YNSP,Yes,Non-Vegetarian,Not Available,True,False,False,1,True,JetBlue Airways
893,9,8398,2023-11-13 16:20:12,2023-08-24 20:39:50,05:25:35,04:31:13,BWYG,Xmwib,SVN,business,794.26,No Extras,4408,pending,GateSD,A,ClaimYOT,8.3,0,NXR,TypeLTE,Pilot_ZDTI,Crew_LXWV,Yes,Vegetarian,Not Available,False,True,True,1,False,Hawaiian Airlines
894,6,3452,2023-02-28 23:02:40,2023-05-14 15:11:27,01:08:30,07:54:25,BROP,Orwhc,ELF,economy,142.31,No Extras,0,cancelled,GateLV,A,ClaimFFX,8.04,2,HTC,TypeNBE,Pilot_AGLJ,Crew_XIUS,Yes,No Meal,Available,False,False,True,1,False,Alaska Airlines
895,2,6288,2023-05-05 01:11:44,2023-04-04 04:11:56,02:00:07,23:05:04,BOWD,Azgfa,EXI,economy,974.51,No Extras,3064,confirmed,GateTH,C,ClaimMJT,10.55,1,SRX,TypeELX,Pilot_ZJAX,Crew_OYVG,No,Non-Vegetarian,Not Available,False,True,False,1,False,Delta Air Lines
896,13,9520,2023-06-11 22:36:17,2023-03-26 00:00:12,17:22:24,17:08:43,BXCN,Ikvec,RYZ,business,971.77,Meal,0,cancelled,GateIT,B,ClaimOGB,9.55,2,UPO,TypeJPZ,Pilot_MQZU,Crew_VGGZ,No,Vegan,Available,True,False,True,1,False,British Airways
897,5,1425,2023-07-17 00:25:33,2023-08-04 21:50:08,13:30:37,06:52:39,BUCW,Igtma,XQX,business,329.23,Extra Baggage,0,cancelled,GateRS,D,ClaimIGA,1.65,2,SMP,TypeYLK,Pilot_MIZY,Crew_JGPB,Yes,No Meal,Not Available,False,True,False,2,False,JetBlue Airways
898,8,9961,2023-04-24 03:10:15,2023-10-25 23:16:40,09:11:14,23:45:28,BPOS,Tcfkq,WAN,first,82.48,Meal,1627,cancelled,GateZW,B,ClaimYPV,11.65,2,APW,TypeENN,Pilot_GKNQ,Crew_REGJ,Yes,Vegetarian,Available,False,False,True,1,False,Frontier Airlines
899,1,4975,2023-08-12 15:55:37,2023-12-17 00:58:33,11:34:24,22:13:33,BJUQ,Odaaf,SFA,first,759.54,Extra Baggage,0,cancelled,GateMS,A,ClaimGVO,8.87,1,YSK,TypeVDY,Pilot_IFLK,Crew_CGPR,Yes,Vegetarian,Available,False,False,False,1,False,American Airlines
900,12,9799,2023-10-24 16:25:04,2023-04-10 04:04:37,20:40:05,20:55:47,BDVR,Vinng,EFB,business,231.6,Meal,0,cancelled,GateNY,A,ClaimXVQ,10.56,0,GBS,TypeVIY,Pilot_UYZP,Crew_USNS,Yes,Vegetarian,Available,True,False,True,2,False,Air Canada
901,11,7669,2023-04-05 21:15:42,2023-08-27 18:59:38,12:11:12,10:18:14,BVJW,Fscev,WWN,business,746.7,No Extras,1204,cancelled,GateWU,C,ClaimEES,3.1,0,URW,TypeEJT,Pilot_AZZJ,Crew_IBPE,Yes,Vegetarian,Not Available,True,True,True,2,True,SkyWest Airlines
902,7,3124,2023-04-05 14:06:59,2023-06-09 03:12:16,03:23:05,06:40:19,BPXC,Fhxmm,VFN,business,368.21,No Extras,2671,cancelled,GateCM,B,ClaimOQW,10.09,1,RHQ,TypeSDN,Pilot_QUET,Crew_BRDO,Yes,No Meal,Available,False,False,False,1,False,Spirit Airlines
903,15,2300,2023-07-17 19:20:40,2023-01-20 19:30:33,05:47:58,22:43:18,BLZS,Asuid,VMI,economy,404.15,No Extras,0,cancelled,GateFI,D,ClaimVAB,2.02,1,FYM,TypeDZN,Pilot_ERLL,Crew_JLGR,Yes,No Meal,Not Available,False,False,False,2,True,Air France
904,11,6015,2023-05-24 13:09:21,2023-05-07 16:49:41,00:23:16,00:40:35,BUCI,Eqgrm,KLL,business,620.89,No Extras,0,confirmed,GateJS,D,ClaimLRV,2.21,1,DQF,TypeJMJ,Pilot_UEGK,Crew_ZLTO,No,No Meal,Available,False,True,True,1,True,SkyWest Airlines
905,16,9657,2023-04-16 10:14:58,2023-07-16 18:38:05,00:57:40,00:12:14,BGPU,Annmr,YBI,business,205.7,No Extras,3433,pending,GateJA,C,ClaimTRQ,3.33,2,OFA,TypeLCN,Pilot_AOSI,Crew_CZSL,No,Vegetarian,Not Available,True,False,True,0,True,KLM Royal Dutch Airlines
906,3,2964,2023-12-29 20:00:58,2023-02-09 23:51:16,14:15:14,09:08:45,BUAY,Haoqq,RMC,first,971.02,Meal,0,cancelled,GateTC,A,ClaimEOL,6.46,1,QTZ,TypeQZN,Pilot_UGZH,Crew_FAEL,No,Vegan,Available,True,False,True,1,True,United Airlines
907,14,6567,2023-10-23 12:08:05,2023-10-21 22:07:09,12:36:29,16:18:05,BOBP,Bnabg,NYS,first,91.2,Meal,3638,confirmed,GateYG,C,ClaimHWC,10.78,2,PKC,TypeUIU,Pilot_LHVJ,Crew_NSXM,Yes,Non-Vegetarian,Available,False,True,False,2,False,Lufthansa
908,3,6279,2023-07-25 01:38:52,2023-03-21 08:19:23,02:07:56,13:39:06,BGNW,Ajrcr,DNE,first,950.44,Extra Baggage,0,confirmed,GateOT,A,ClaimSKT,3.44,1,WLU,TypeTFO,Pilot_UUSB,Crew_LILZ,Yes,No Meal,Available,True,True,False,0,True,United Airlines
909,1,3360,2023-08-23 09:46:54,2023-05-30 22:18:44,10:21:52,02:09:24,BBXX,Smwbc,QBK,business,333.65,Extra Baggage,3648,confirmed,GateDQ,D,ClaimAQH,1.28,1,EZF,TypeFQM,Pilot_FPRR,Crew_JXWN,Yes,Vegetarian,Not Available,False,True,False,1,False,American Airlines
910,15,3039,2023-08-15 19:24:26,2023-11-13 22:02:12,00:52:28,04:50:59,BYRA,Vdqhw,VRK,business,683.13,Extra Baggage,1619,cancelled,GateNY,C,ClaimCZV,3.01,2,ORG,TypeEBR,Pilot_GRSL,Crew_OZBY,No,Vegetarian,Available,True,True,False,1,False,Air France
911,1,2184,2023-04-07 20:10:17,2023-09-09 07:44:03,03:24:32,19:37:38,BPIC,Hyyco,ROD,business,998.08,Meal,0,cancelled,GateOG,D,ClaimDFW,7.87,0,GLS,TypeOIB,Pilot_DDTH,Crew_NUSD,Yes,Vegan,Not Available,False,True,False,2,False,American Airlines
912,17,4934,2023-05-08 22:15:30,2023-09-26 15:05:26,18:26:03,08:25:42,BZMB,Kikfj,GQV,business,275.13,Meal,2690,confirmed,GateAQ,B,ClaimXBB,6.47,0,PXY,TypeUIZ,Pilot_EGYK,Crew_DHAA,Yes,Vegan,Not Available,False,False,False,1,False,Qantas
913,2,6794,2023-12-07 01:59:26,2023-01-19 13:21:02,00:44:15,11:53:41,BZRB,Jrmqd,BFD,business,501.44,No Extras,0,cancelled,GateGA,D,ClaimZHY,8.64,0,FZG,TypeXMX,Pilot_VAON,Crew_MKGY,Yes,No Meal,Available,True,False,False,2,False,Delta Air Lines
914,6,9172,2023-03-12 15:15:42,2023-01-28 22:13:48,11:58:25,11:22:38,BHCQ,Yrarg,WOP,business,72.33,Extra Baggage,0,confirmed,GateHN,D,ClaimQPG,1.25,0,SNA,TypeAXL,Pilot_OQRD,Crew_UUQH,No,No Meal,Available,False,False,False,0,False,Alaska Airlines
915,8,1777,2023-09-10 02:06:43,2023-07-11 10:39:20,15:31:03,16:39:33,BXBF,Epejp,YAL,business,254.01,No Extras,0,cancelled,GateBI,C,ClaimVXC,2.35,2,IVE,TypeXMF,Pilot_NHJV,Crew_EKIE,No,Non-Vegetarian,Available,True,True,False,2,True,Frontier Airlines
916,16,4379,2023-05-22 21:16:24,2023-03-31 19:14:52,16:57:25,15:49:53,BHZY,Dahaz,ZVS,first,181.73,Meal,0,cancelled,GateCG,B,ClaimDXR,2.1,0,WVK,TypeFYD,Pilot_ANBV,Crew_GTNA,No,Vegetarian,Not Available,True,True,True,0,False,KLM Royal Dutch Airlines
917,19,3418,2023-11-25 07:41:44,2023-07-31 19:29:07,12:38:37,06:25:35,BQYX,Crbyy,WOM,business,766.46,Meal,0,confirmed,GateQY,B,ClaimDCP,8.26,2,IZC,TypeTYY,Pilot_RVDN,Crew_CHAL,Yes,Non-Vegetarian,Not Available,False,True,True,2,False,Singapore Airlines
918,1,5077,2023-01-19 10:36:25,2023-04-13 19:24:33,20:37:07,15:25:25,BFLU,Eknrj,FBE,first,707.66,Meal,0,cancelled,GateJP,C,ClaimTJC,8.81,1,XBT,TypeZZP,Pilot_QNFD,Crew_YRSP,Yes,No Meal,Available,True,False,False,0,True,American Airlines
919,3,3439,2023-10-10 21:55:00,2023-10-31 08:53:35,12:07:18,19:01:40,BPFB,Ghytq,PWL,economy,514.41,Meal,2326,cancelled,GateMJ,A,ClaimOKM,5.81,1,RWU,TypeXUZ,Pilot_MWEB,Crew_CZVB,Yes,Vegetarian,Not Available,True,False,True,1,True,United Airlines
920,3,8804,2023-06-16 10:29:12,2023-04-07 00:59:29,20:46:29,21:58:34,BCIS,Gwpqd,OTD,first,51.67,Meal,0,pending,GateNT,D,ClaimTOK,6.46,2,TFU,TypeXMB,Pilot_FVOY,Crew_ZXPW,Yes,Vegan,Available,True,True,True,2,False,United Airlines
921,5,6269,2023-04-09 11:40:39,2023-12-26 18:28:17,20:17:41,12:53:05,BJWM,Dawcl,KLJ,first,245.47,No Extras,1447,confirmed,GateAG,B,ClaimKQP,3.11,2,KDW,TypeSER,Pilot_DUBZ,Crew_GJOM,Yes,Vegetarian,Not Available,False,False,False,0,False,JetBlue Airways
922,12,6587,2023-05-24 00:46:14,2023-03-07 19:44:22,21:58:09,10:31:33,BTMY,Qpnwc,BXP,first,692.59,Meal,1535,cancelled,GateFE,C,ClaimMXK,2.37,2,MZZ,TypeZXC,Pilot_UWLL,Crew_EHAZ,Yes,Vegan,Not Available,False,False,True,1,True,Air Canada
923,12,2989,2023-10-29 04:23:39,2023-06-09 08:01:07,15:05:22,18:31:09,BTZO,Sspdu,CXH,economy,62.69,Meal,0,cancelled,GateAG,B,ClaimEML,6.77,2,KTJ,TypeZAF,Pilot_XFCW,Crew_BVGD,No,No Meal,Not Available,False,False,True,1,True,Air Canada
924,13,8868,2023-09-20 09:26:31,2023-08-27 14:20:03,01:10:22,10:16:46,BMMZ,Qslas,QOH,first,603.55,Extra Baggage,0,pending,GateVD,A,ClaimUET,2.89,2,BXI,TypeAQL,Pilot_JPIV,Crew_HGTW,Yes,Vegetarian,Not Available,True,True,False,0,False,British Airways
925,9,1944,2023-06-30 14:12:04,2023-07-28 21:39:28,14:12:21,01:36:26,BFRG,Stlzl,BJV,business,202.91,No Extras,0,pending,GateBZ,D,ClaimNGN,8.85,0,WAL,TypeDNF,Pilot_IOBV,Crew_ABNQ,No,Vegetarian,Available,True,False,False,2,False,Hawaiian Airlines
926,7,9220,2023-12-23 05:21:24,2023-08-06 20:55:15,02:58:36,08:01:18,BCAL,Qedef,QDW,first,602.91,Extra Baggage,4259,pending,GateEB,D,ClaimNGS,6.94,2,QDH,TypeMIM,Pilot_QDSU,Crew_FPSW,Yes,Vegan,Available,True,False,True,1,False,Spirit Airlines
927,4,2897,2023-01-16 09:18:12,2023-11-13 09:23:17,16:50:44,15:28:44,BWEK,Cocme,KWV,economy,801.36,Extra Baggage,766,cancelled,GateCZ,B,ClaimQHZ,8.64,2,MUP,TypeSJY,Pilot_WCQQ,Crew_QSRX,No,Vegan,Not Available,True,True,True,0,True,Southwest Airlines
928,19,6751,2023-05-28 11:27:27,2023-05-22 04:19:29,19:21:56,22:15:31,BLWP,Uiwov,ETG,business,880.52,Meal,2865,confirmed,GateTH,B,ClaimBNB,5.3,2,BMT,TypeQLA,Pilot_LQHX,Crew_IACY,Yes,Non-Vegetarian,Available,False,False,True,0,False,Singapore Airlines
929,19,6150,2023-01-23 10:58:24,2023-10-03 07:20:51,00:23:02,21:31:24,BAUR,Bizoc,EGQ,business,460.79,Extra Baggage,0,pending,GateWX,B,ClaimFPK,1.05,1,YXQ,TypeENM,Pilot_LRDW,Crew_OXGW,No,No Meal,Not Available,True,False,True,2,False,Singapore Airlines
930,6,2697,2023-11-18 20:59:33,2023-05-24 02:50:34,17:17:05,15:57:44,BAVE,Ghmyu,WBA,first,623.27,Extra Baggage,0,pending,GateSH,B,ClaimZCG,5.07,0,GTD,TypeDVM,Pilot_ZHAR,Crew_MEQZ,No,No Meal,Available,False,True,False,1,False,Alaska Airlines
931,13,6885,2023-06-09 21:03:32,2023-09-08 11:12:38,22:11:38,12:37:48,BDAO,Vofum,PYL,business,556.53,No Extras,3917,confirmed,GateZC,A,ClaimBBQ,6.48,0,WPL,TypeWCZ,Pilot_WOGG,Crew_XEUQ,Yes,Vegetarian,Not Available,False,False,True,1,True,British Airways
932,11,2665,2023-02-05 19:51:51,2023-04-12 05:38:52,17:52:27,21:22:19,BEGQ,Gqoej,DTT,business,562.94,Meal,0,cancelled,GateIM,D,ClaimDLN,7.51,2,KFH,TypeUCM,Pilot_EFWG,Crew_UVEM,No,Vegan,Available,True,False,True,1,False,SkyWest Airlines
933,13,9951,2023-02-17 02:10:15,2023-08-21 23:55:20,01:09:27,22:52:20,BTFM,Vlsrd,PBS,first,416.87,Meal,0,confirmed,GateWH,B,ClaimFEG,5.21,2,YSV,TypeAIH,Pilot_YZJR,Crew_LCUN,No,Vegetarian,Not Available,False,True,True,1,False,British Airways
934,13,2785,2023-06-29 00:35:29,2023-06-17 17:57:53,16:12:53,20:57:37,BXWO,Mcffd,MSP,economy,799.73,No Extras,313,cancelled,GateDT,C,ClaimAFM,3.71,2,SPZ,TypeJXK,Pilot_AUVW,Crew_RCHI,No,Non-Vegetarian,Available,False,True,True,0,True,British Airways
935,15,6948,2023-11-28 00:40:42,2023-11-30 12:58:15,22:31:57,09:53:23,BGXG,Dmjjk,OQH,business,371.3,Meal,0,cancelled,GateBA,D,ClaimEQN,2.08,0,SGZ,TypeWMB,Pilot_PVJN,Crew_FNXN,No,Vegetarian,Not Available,True,False,True,0,True,Air France
936,13,3607,2023-04-03 12:12:43,2023-08-24 00:27:25,13:32:01,18:47:01,BMDV,Mjkrg,XCJ,economy,612.59,Meal,0,pending,GateTY,C,ClaimWEA,3.53,1,SPD,TypeXJA,Pilot_IAUA,Crew_ZNRH,Yes,No Meal,Available,False,False,False,1,False,British Airways
937,11,9590,2023-02-14 06:43:21,2023-11-19 21:46:29,08:00:23,11:03:57,BRHS,Imyjr,GJH,economy,482.82,Extra Baggage,0,pending,GateXO,C,ClaimNIB,2.07,0,WAA,TypeZQM,Pilot_BOWO,Crew_VLOV,Yes,Vegetarian,Available,False,False,False,0,True,SkyWest Airlines
938,19,3630,2023-08-31 12:38:49,2023-08-29 19:19:51,16:56:12,06:37:34,BPTR,Oyeok,UCE,business,375.9,Meal,0,confirmed,GateRJ,C,ClaimAGQ,5.55,2,GXA,TypeRKV,Pilot_UUKQ,Crew_EHNU,No,Non-Vegetarian,Available,True,False,False,1,True,Singapore Airlines
939,8,8660,2023-12-08 20:09:18,2023-02-06 12:06:41,20:49:23,05:12:41,BPPY,Fanog,QKU,economy,396.98,No Extras,0,cancelled,GateJP,D,ClaimPKE,8.8,1,QBM,TypePEV,Pilot_LIQV,Crew_NWOO,Yes,Non-Vegetarian,Available,False,False,False,1,True,Frontier Airlines
940,8,1238,2023-05-06 07:50:29,2023-07-23 20:28:13,21:12:38,14:26:49,BBNV,Opxev,WOK,business,461.65,Extra Baggage,0,pending,GateZF,B,ClaimGMC,7.04,0,MBO,TypeHUP,Pilot_KKOG,Crew_GMZY,No,No Meal,Not Available,True,False,False,2,True,Frontier Airlines
941,10,4536,2023-02-20 20:30:42,2023-01-11 03:28:58,15:08:54,21:37:08,BSPV,Tssrz,AXM,first,437.4,No Extras,1007,pending,GateKU,B,ClaimHAC,6.12,1,XIX,TypeLKS,Pilot_CGTI,Crew_AZEP,Yes,Vegan,Available,False,True,False,0,True,Allegiant Air
942,16,4861,2023-05-29 19:30:30,2023-05-26 06:14:46,10:12:31,00:24:15,BDMH,Ficqj,KGU,business,723.33,No Extras,0,confirmed,GateQA,B,ClaimPHD,3.11,0,ECW,TypeNEG,Pilot_IGSC,Crew_RZRL,Yes,No Meal,Available,True,True,False,0,True,KLM Royal Dutch Airlines
943,19,9491,2023-03-15 09:47:21,2023-06-08 05:33:16,06:42:01,16:12:12,BCXC,Padaz,AIH,business,586.33,Extra Baggage,3853,cancelled,GateMG,C,ClaimTOQ,10.52,0,DUN,TypeLHH,Pilot_RRYC,Crew_HPBE,No,Non-Vegetarian,Not Available,False,False,False,1,False,Singapore Airlines
944,11,8899,2023-07-11 12:08:04,2023-08-27 18:31:04,19:55:36,03:48:02,BEKM,Rtdkx,UJI,first,535.14,Meal,0,cancelled,GateJN,A,ClaimOEI,7.38,2,AAY,TypeILD,Pilot_CPNT,Crew_HRXT,Yes,Vegetarian,Available,True,True,False,0,False,SkyWest Airlines
945,13,8145,2023-02-13 10:47:55,2023-10-22 14:39:58,22:18:17,21:51:58,BBFG,Dsdeu,CVF,economy,212.84,Meal,0,confirmed,GateLQ,C,ClaimCJS,7.62,1,GRA,TypeDFS,Pilot_AGKW,Crew_QMGJ,No,Non-Vegetarian,Not Available,False,False,True,2,True,British Airways
946,9,6861,2023-06-11 02:13:35,2023-11-20 11:01:51,06:08:46,00:31:30,BXDI,Mdjrc,JIK,business,497.76,Extra Baggage,0,cancelled,GateNA,A,ClaimVHE,7.56,0,HBO,TypeICV,Pilot_USPO,Crew_QXUB,Yes,Vegetarian,Not Available,True,True,False,1,True,Hawaiian Airlines
947,19,1248,2023-04-24 22:59:23,2023-07-20 22:12:17,17:06:21,13:06:46,BRNX,Zzsek,XUX,economy,509.51,Extra Baggage,4275,confirmed,GateVY,C,ClaimVNX,4.54,0,XVA,TypeOCH,Pilot_JYVL,Crew_NVBF,No,Vegetarian,Not Available,False,True,False,0,True,Singapore Airlines
948,16,5323,2023-07-29 20:25:29,2023-02-22 03:43:43,07:15:23,11:33:29,BFTB,Brklp,CHM,economy,722.1,Meal,939,cancelled,GateLC,D,ClaimFTU,3.08,2,GCN,TypeIBQ,Pilot_NEVD,Crew_YOXQ,No,No Meal,Available,True,True,False,2,False,KLM Royal Dutch Airlines
949,7,8101,2023-10-22 07:03:48,2023-12-06 10:43:47,14:10:36,16:26:12,BDOC,Zbvxz,ZOC,first,465.45,Meal,0,pending,GateMY,D,ClaimRWX,8.49,1,XJV,TypeXJM,Pilot_SEBC,Crew_JUDQ,Yes,Vegetarian,Available,False,False,False,0,True,Spirit Airlines
950,19,3860,2023-08-22 17:45:30,2023-09-13 08:45:32,21:54:15,09:46:36,BDDO,Ppvdh,GSW,economy,543.58,Meal,0,confirmed,GateNU,C,ClaimDAK,6.42,2,TLH,TypeVDN,Pilot_VEEW,Crew_LOPG,Yes,Vegetarian,Not Available,False,False,False,0,False,Singapore Airlines
951,12,1723,2023-08-08 03:16:39,2023-10-21 04:03:54,04:19:50,19:55:45,BKWQ,Dkyhl,AIC,business,430.76,No Extras,3329,confirmed,GateEO,D,ClaimOZY,5.34,0,HVX,TypeVSJ,Pilot_RGLH,Crew_HWWX,No,Non-Vegetarian,Available,True,False,True,2,True,Air Canada
952,15,1569,2023-03-03 04:20:43,2023-03-27 06:13:10,12:51:05,14:17:49,BOYU,Dgmkj,PKQ,business,979.54,Extra Baggage,0,confirmed,GatePD,A,ClaimXWK,9.24,2,XKZ,TypeTHK,Pilot_WCRM,Crew_GWRG,Yes,Vegan,Available,True,True,True,0,True,Air France
